filename 	h264_qsv_medium	h264_qsv_veryfast	hevc_qsv_hw_faster	hevc_qsv_hw_medium	hevc_qsv_hw_veryfast	hevc_qsv_sw_medium	hevc_qsv_sw_veryfast	qy265_medium	qy265_fast	qy265_veryfast	x264_medium	x265_medium	x265_veryfast
371894311_old.mp4	17.8349010828	16.3925509767	47.1200585804	76.7105145353	45.2097962801	131.144794443	62.665627299	24.3457277367	17.1428215733	1.62062696698	45.8565501281	153.110420507	85.4526380695
888473142_old.mp4	13.9974756479	12.4579260933	55.4856792802	106.98713995	50.5062765989	199.108158634	76.7573246944	39.1670194489	30.0375123714	4.11093425773	49.6007290637	176.110430405	101.828108944
923374493_old.mp4	15.8496929461	14.9413252489	53.6713455281	105.334373749	48.8379057952	169.863330577	71.451024698	36.5720082561	28.4033867174	5.55614522615	44.5799851705	157.925722274	87.672283174
1147186011_old.mp4	19.6343871759	17.839948507	53.8641270236	102.978902152	49.9072395807	161.442500909	66.9344990692	35.7947883913	27.1231890786	6.33937762695	42.2784173485	148.154202017	77.8689389873
1117927406_old.mp4	19.8192923982	19.6234755552	54.5994758791	125.05620853	49.4692612347	205.046254315	70.632176047	35.9021481399	26.088654696	1.44175609686	39.2339869251	172.295259772	105.353400548
1161737720_old.mp4	22.2009015456	20.5504908084	64.3914808195	106.187095389	58.8935651147	200.911718065	85.7331101006	35.7902240164	23.8405052635	-4.8216344264	57.065990949	236.872237547	144.222670159
952546853_old.mp4	14.8204894022	12.791985634	50.9071289081	85.0709099681	45.6812179421	149.810387578	67.7301460908	30.6226901603	24.3783321734	2.55044177748	42.3522757152	178.371901019	103.738382058
906992268_old.mp4	24.4807746198	21.5951509739	61.6402191317	111.944391951	54.5412211997	192.652448987	80.4148587823	46.0480555481	32.7512760841	2.90780657324	43.5696359007	130.558047891	68.2197505411
957309890_old.mp4	18.6426272649	18.6066427614	45.6589195497	72.549035487	42.5144413982	129.44081264	55.4082544185	12.2760834036	10.7407257564	-4.55557926568	44.0936503769	143.261911314	77.7543429618
1100460081_old.mp4	20.9344067658	20.4827703662	63.8404265067	125.450398993	57.7170564648	210.974538536	84.8924364957	51.246104989	38.4079191412	7.89715465659	55.9573271409	192.157414224	108.256594219
751239771_old.mp4	16.5229280745	16.0248128184	48.0516724827	87.0752092727	45.5464425803	141.470191404	62.4640464093	22.6094493689	17.5940670016	1.23633115895	49.436710362	136.573824365	66.2763575664
894099012_old.mp4	21.3959151243	19.2617619327	58.3906967746	117.077156479	53.9361791865	196.314347468	73.8896333379	33.0884552033	26.5897990805	5.40310604646	37.7786855517	134.861854627	66.1457776899
626659876_old.mp4	32.0326872759	30.8125186429	57.525205967	95.4684979383	54.8168114622	146.067266255	71.5466298172	28.3287665282	19.7089264107	3.37445752507	41.4808318428	145.633927469	76.5338073247
391164745_old.mp4	15.3252662069	14.2530604778	47.2436728558	88.5769983483	45.4933038007	152.792403621	67.8454679246	24.7706271621	17.616923305	0.588047646626	49.7001093673	184.39506376	105.889950719
1163662590_old.mp4	18.4629413006	18.4685444627	56.0258448258	96.8301716336	51.6759723652	160.969075048	71.2849769407	40.7936015756	32.1955590321	8.86549603839	40.9782204865	132.873251024	64.4014602196
652478990_old.mp4	17.8892053672	18.0269949612	54.4158071506	117.0455768	50.6038732742	200.78232775	73.3487445202	31.9713362218	22.8652094788	2.7013208732	47.5721538913	185.192546971	106.031544803
811132625_old.mp4	15.6801365792	16.5023383842	49.5382982617	82.0303679461	44.5019740625	150.373487235	68.0734264149	28.5111678684	23.6726924845	1.34528260325	47.032872802	189.536689019	113.569024305
1104467716_old.mp4	20.4874125367	18.3490406149	56.0941397034	102.393812232	52.590289821	175.584834544	71.6397075804	29.9331232199	25.84282811	5.0565131063	41.8797896088	138.594621078	70.4730695252
844210999_old.mp4	18.0364781404	17.6583402004	57.6637579425	101.322570704	52.4725030687	182.710002	78.908409534	40.15235748	31.8610829774	5.78980954121	48.8604890565	199.338451876	123.07912488
391269500_old.mp4	22.3487763361	22.3742860909	51.9945384382	88.6404299402	49.4239209089	166.101805109	73.2095770595	34.8525352633	26.9229785298	4.29200322954	48.3599030372	226.519864861	133.702886913
1057524681_old.mp4	29.8997714694	25.3642642613	56.1835563526	92.7826949232	50.004957091	133.921805153	62.326272406	34.5767198005	24.8200818245	5.17097700914	36.4238898299	116.092564876	53.9538458126
1171533178_old.mp4	41.957580455	45.9046556312	79.1073124783	128.839130693	76.018024304	187.778769942	92.6350158493	36.3402382374	27.9558075746	6.33919419604	66.8268648076	177.637228009	75.2983809762
1014679136_old.mp4	15.1926352535	14.7353491839	54.2579044593	102.938833548	51.2835873791	173.959326787	74.5596393971	33.0561597549	26.8089597364	3.49816461692	52.1224448378	181.836519524	98.9208033966
658190186_old.mp4	29.1219471009	28.0331366332	60.203850555	111.598081153	55.4285506134	165.170014672	74.6446773392	42.0656750088	31.2817131981	8.43273266241	40.1382444017	136.626460716	63.3841696554
630217362_old.mp4	31.6583870544	31.6717490452	62.8041833093	120.230095775	59.7312771544	185.942744109	75.4180162323	37.7838744186	26.8850588101	4.99597501961	36.5096765716	137.546158997	65.7478790148
664902379_old.mp4	29.914335901	24.6338850053	65.0201600965	127.932148331	58.2102991104	198.661766452	71.5850644679	37.5896092808	27.2068073212	6.56906311103	50.9596230812	159.012888983	77.5860073692
1051267389_old.mp4	19.0081920191	18.46557433	59.1605224103	117.548862974	53.3269608311	187.194531508	78.1163174102	44.2884626729	33.1760944674	6.26849910065	44.729475032	157.737978774	89.4630584655
361970560_old.mp4	20.9384156968	18.086411312	50.657492982	111.535702872	50.7712355617	173.467081145	69.626596786	37.5091453732	25.6504394186	6.52330458455	44.6857053306	139.123780051	74.4771609892
920273115_old.mp4	13.3080860147	13.8805235916	57.961004103	109.12656095	51.5046609406	202.803581605	72.7804634956	33.3120816804	23.6143287241	0.552986052953	61.0597714043	185.66236418	94.17021009
535539246_old.mp4	24.7908896793	24.1313983646	54.3553752629	108.177292969	52.5949913407	156.2022785	69.1085728276	28.3190826473	20.9453034908	4.02638501857	40.8074813271	123.215155967	55.6739694244
1018992431_old.mp4	12.4426411947	11.4288130555	47.6617797468	80.4539467685	43.8481313413	143.163732705	64.7702101075	23.5141236724	18.44825879	-0.682680335804	47.7051847032	173.325092269	98.4812495625
573903512_old.mp4	26.362087034	25.1324623152	59.3329234508	111.06149308	54.7816030402	171.575903408	71.1999710866	42.4639527571	31.5353057585	9.71392281509	41.3059296532	129.047817792	61.7735134961
865389383_old.mp4	17.4945337269	18.4399037834	58.177317765	152.666932596	52.9087061962	241.59535872	76.3663391835	41.1682695962	28.1646037364	2.63772648697	57.0213080032	191.043850936	105.485838144
1029351615_old.mp4	15.348287496	15.5386251859	55.2502221191	99.5680634454	49.1392563887	184.942219383	76.7607081991	41.4052610847	31.3350568476	2.90434434716	41.2468597153	188.855169896	109.126918921
399494504_old.mp4	24.7876764892	20.2238471497	54.7785136378	106.311217324	51.8136729967	170.176110791	72.2011831528	34.6874432253	25.1484596778	6.65120211718	49.497796476	150.818179136	82.0734169263
1161618652_old.mp4	24.3418309549	24.6546650825	52.3036501695	90.9888425679	46.7715345109	132.145942941	58.8422256156	36.5186046125	28.3904997422	6.60989652947	35.9731949172	95.4958441195	41.0310621907
889439263_old.mp4	14.2388880658	13.4268327109	54.8287405689	107.632057729	49.729762174	187.225850716	73.9061245435	35.6431507467	26.2606916395	-0.28237334429	40.7579334501	174.554530304	103.756608869
884731639_old.mp4	12.2576499207	10.2244233306	46.121016017	93.8098240954	40.2993776287	169.066093804	63.4289668363	24.4865340321	19.4667009795	-0.172158016874	44.2916796994	177.435366202	109.0526678
504551105_old.mp4	22.0878923195	21.7434463895	53.5766710585	121.833251593	49.5190724429	183.93504245	70.1483626316	38.3932437671	26.4781180647	5.3882158026	42.1637175032	150.390645363	86.08522413
560597688_old.mp4	19.0503624817	17.0912922977	53.0375532021	110.658707966	49.9109866666	187.934926379	71.0917286293	38.2356694706	27.7684559916	4.72829518264	39.3060876753	155.157370532	91.8128196413
1027486156_old.mp4	22.2364412355	21.8024784408	57.5383521245	99.7959264872	54.9012668771	150.889597096	72.0826816753	36.8370842422	28.7715639088	8.14966460173	51.2500364564	133.690850814	53.4578052985
708232346_old.mp4	29.2315277505	26.9953470631	57.6571544756	103.987774521	52.2537685135	159.282704458	67.1762316302	30.3894814809	22.5498448858	1.75278593174	41.3721859309	141.049232738	67.0822867402
590546720_old.mp4	36.3179237652	31.7617740025	65.6472337909	123.721827701	62.3473244332	184.125524629	76.030381129	30.7679821039	20.8471463927	1.80568865131	53.8917618547	162.250152425	83.9097360375
650279042_old.mp4	23.2200083042	21.5365887559	64.6061261165	119.439243317	59.7222126592	221.360555431	85.0260594638	45.2506653538	32.8364560346	6.34818930304	68.1923538822	219.114174119	116.630417003
1014584164_old.mp4	13.5662800998	16.7086135524	63.412517747	62.5020357755	54.818248663	80.4646258951	43.1368772942	15.434168715	16.1296973959	-1.31616683642	11.2522407233	112.000326162	49.2845593146
VID_20160725_091502.mp4	21.8000341677	20.1742714554	52.097635069	102.821503162	52.8290760389	163.717251166	73.1859035379	49.7078959347	332.698777628	3.9173088763	39.1642042347	147.022108231	71.0650904247
731194157_old.mp4	20.1136759477	18.7592348224	52.4933104447	90.2422111405	47.9311393014	148.150707178	66.0226609276	27.8093479777	21.079424502	2.46436773836	40.023079733	152.264117367	79.5172165202
686529697_old.mp4	24.742579696	24.152278629	51.1269948114	92.4968158087	46.7814191719	132.34521545	55.7549253769	31.2610665775	22.8463427638	4.70707318627	38.241951117	109.416848922	49.6250438053
