filename 	h264_qsv_medium	h264_qsv_veryfast	hevc_qsv_hw_medium	hevc_qsv_hw_faster	hevc_qsv_hw_veryfast	hevc_qsv_sw_medium	hevc_qsv_sw_veryfast	qy265_medium	qy265_fast	qy265_veryfast	x264_medium	x265_medium	x265_veryfast
582044238_old.mp4	-0.206610448942	10.633624168	-41.4534803381	-33.0720303965	-31.5932024541	-41.6424206805	-32.0492714123	-35.9818304739	-33.4773082528	-29.4160501495	-14.2198289244	-32.5305124846	-27.1841914861
469051965_old.mp4	-10.9815714601	3.12773018274	-36.2910072157	-28.5299507655	-26.8777440752	-36.1210880703	-25.8477162249	-33.9809066933	-31.7090606674	-26.2367329244	-16.7403105849	-30.6964851358	-25.5196138251
VID_20160708_095324.mp4	-1.06790927208	14.1654077478	-28.6754377036	-24.2006040905	-23.7260512365	-27.3163495862	-20.7896422532	-17.5534627157	-14.7402676531	-10.714256403	-11.8912648868	-37.7178586166	-25.1562174407
589885915_old.mp4	-6.16264671951	10.5156993465	-51.1135965554	-46.9906896689	-46.2511139525	-51.7450862451	-47.1484683106	-45.653595523	-42.1237866758	-39.183486341	-9.39766062843	-43.306716422	-40.8799599315
535539246_old.mp4	-1.65327723432	18.0481075426	-40.6318074048	-33.4606323416	-32.5400554094	-41.7270426379	-33.2436545529	-41.4177584683	-37.7066634843	-33.9145248288	-15.6108443357	-40.1625215772	-32.5796704454
495335220_old.mp4	-2.68542482396	1.51848534437	-48.4958957828	-45.3454396783	-44.6720197918	-47.0202825115	-43.2547138735	-46.1302262753	-44.8704801572	-42.4016286388	-18.3544630434	-48.6478931401	-43.3592716119
588542893_old.mp4	-11.7129981129	-3.60321334167	-44.2860986555	-38.3106739938	-37.2785749154	-41.1848779028	-34.3952596606	-36.3390625849	-35.2822672098	-29.6758573332	-19.5567502573	-45.5569301214	-31.7864609793
344216044_old.mp4	-14.5176527572	-4.81257205202	-45.9156363521	-40.3571842139	-39.6633648879	-45.8191127907	-39.7793640661	-39.8556801791	-37.5280014865	-34.5650386985	-8.49010708558	-29.8315854979	-30.2517168611
573903512_old.mp4	-14.8709303017	-7.77038065989	-41.4603076019	-36.165476438	-35.5098514824	-39.2071955564	-31.9442471953	-41.7527393387	-39.5775546938	-34.8364901305	-21.9508211501	-43.3052532099	-33.5404229905
628516967_old.mp4	-4.75107708761	8.46030609029	-43.0528950399	-36.4015314152	-35.2104423247	-43.0370879934	-36.0837011357	-38.02025161	-35.7621726019	-32.6761651753	-15.6367627998	-39.5152522459	-36.393972905
570220808_old.mp4	-0.59050724993	14.6089027927	-34.6617370721	-26.9965340077	-26.2678900503	-34.382305416	-24.7681330737	-31.7320696745	-29.2815100289	-22.5521293875	-14.5104038622	-34.7468678315	-25.7281605645
552841398_old.mp4	-18.313579198	1.74543506715	-58.5047026551	-51.922268917	-50.8582129978	-58.2360053743	-50.8338099794	-49.0247310815	-45.9086379521	-42.2434512522	-15.4920253732	-47.9495240595	-44.9885663846
425420496_old.mp4	-4.55705118188	7.24698327174	-38.1876014241	-32.1643851054	-31.1013495324	-39.0980303641	-31.806405881	-34.526248422	-33.3938200113	-26.4552956107	-13.4585870571	-36.1525688581	-25.6177828351
555252407_old.mp4	67.2556555131	69.5884720722	-32.2305618732	-27.0475134358	-25.6474742721	-30.7839432127	-24.0399376305	-18.8161511806	-13.7670625018	-17.6894628651	-16.7469512554	-16.5741206476	-17.629473609
418496749_old.mp4	-5.12934040054	13.3221162131	-37.7409713772	-32.454532438	-31.607012587	-36.6188412429	-30.2948888276	-37.3895904678	-35.1669459371	-31.5939495343	-13.3123888285	-37.1728087796	-33.2645686801
543499635_old.mp4	-8.21841675546	1.27679632242	-46.3605882542	-41.6156487427	-40.7983455802	-42.6354614714	-37.0088312745	-41.6144217983	-40.6178767507	-37.987784603	-20.4285646063	-44.013048206	-39.6949255954
469053867_old.mp4	-3.62329691192	14.424082589	-41.9891947656	-36.84872141	-36.2782937187	-41.7780349218	-35.7153949667	-41.5015997753	-40.2665905207	-38.3377917302	-16.9361924988	-39.1853510253	-36.4066981525
VID_20160715_194255.mp4	4.43311530101	15.2931630203	-41.4756668806	-38.5810008736	-37.6649812183	-40.2868458294	-36.6766054347	-38.9109486371	-37.2466128563	-34.3293381082	-10.4921272764	-36.3895222088	-34.1490539426
547133225_old.mp4	41.6325038864	53.3400333498	-40.0224058612	-31.5877073994	-28.8668888878	-38.1636991823	-25.7784972955	-35.9979552145	-33.8069523368	-27.1623373741	-10.7545615927	-36.657554983	-32.7657106527
505770157_old.mp4	-6.74791107065	7.57320123097	-42.1667252329	-33.9173174955	-33.0305841072	-43.274289486	-34.6552789295	-38.4312246187	-36.632031535	-32.4300202231	-16.6465776853	-33.4316348114	-28.0505287647
529661103_old.mp4	-14.7248266478	7.00824117049	-54.0352212726	-46.9632877569	-46.4964879332	-55.5940178778	-47.1338734042	-54.2356146844	-51.9289338619	-45.9552131616	-26.2481042421	-39.631738462	-50.7775543508
564336933_old.mp4	-13.1434430543	-4.43058212735	-30.6296502585	-24.3127901687	-23.7955654602	-29.3407804718	-22.239845422	-30.5777183846	-29.1300822352	-24.1858192744	-17.878113739	-32.6340375522	-23.8454872378
563587085_old.mp4	-4.7988087663	-3.90550075719	-48.2789414583	-36.3375286408	-35.5020502179	-47.8089068198	-36.2000744575	-37.3085394391	-34.6839245274	-30.2303840308	-2.00331772848	-23.5635427024	-17.7891076724
